DB_id,company_name,settlement,county,country,notes
-454069532,Jones and Co.,London,,England,
-453424909,Daamen,s's-Gravenhage,,Holland,
-452164598,Atlantic Monthly Press,New York,,USA,
-449905220,Lamuv,Gottingen,,Germany,
-449573070,Alfred W. Bennett,London,,England,
-449132936,J. Locken,Nashville,Tennessee,USA,
-448909529,Lars Hökerbergs bokförlag,Stockholm,,Sweden,
-448064785,Nattali & Bond,London,,England,
-446897270,Warner Books,New York,,USA,
-444612751,Frederick A. Stokes,New York,,USA,
-443718652,Mosquito Press,London,,England,
-442783829,Dijkstra's uitgeverij,Zeist,,Holland,
-442198257,Zed Press,London,,England,
-439559936,Kerry County Council,Tralee,Kerry,Ireland,
-438924549,Quarryman Offices,Cork,,Ireland,
-435137675,T. French,Athy,Kildare,Ireland,
-434257017,"White, Cochrane, and Co",London,,England,
-432074903,Carlow Writers Group,Carlow,,Ireland,
-431646103,"Tardieu, Bouland et Cie",Paris,,France,
-429854699,H. Seemann,Leipzig,,Germany,
-428836398,Liverpool University Press,Liverpool,,England,
-426311782,C. Dolman,London,,,
-422643612,Oriel Press,Newcastle upon Tyne,,England,
-420161902,Constable,London,,England,
-415234203,F. Jugend u. Volk,Vienna,,Austria,
-414091815,Brunet et Ce.,Brussels,,Belgium,
-412779734,Quai Voltaire,Paris,,France,
-412649902,W. G. Wheeler,London,,,
-408414164,Robin Clark,London,,England,
-406809523,"Seeley, Jackson & Halliday",London,,England,
-405734380,National Magazine Office,Dublin,,Ireland,
-405582660,Literary Mouse Press,Kalamunda,,Australia,
-405274967,RM-Buch-und-Medien-Vertrieb,Rheda-Wiedenbrück,,Germany,
-404126161,Phillips & Hunt,New York,,USA,
-402342186,Egales,Barcelona,,Spain,
-397216262,Norsk barneblads forl.,Larvik,,Norway,
-395687282,Ackerman & Co.,London,,England,
-392625845,Dublin University Press,Dublin,Dublin,Ireland,
-391394470,E. Bull,London,,England,
-390768818,Hôtel Bouthillier,Paris,,France,
-390192045,Hibernia Press Office,Dublin,,Ireland,
-388676758,Wood & Co.,Bath,,England,
-388469940,EKSMO Press,Moscow,,Russia,
-387554657,U. B-L der Bertelsmann Club,Rheda-Wiedenbrück,,Germany,
-386853895,Review,London,,England,
-384406584,Lambourn,London,,England,
-383132992,Review,London,,England,
-383099903,Zuid-Hollandsche U.M.,Weert,,Holland,
-382580799,"J. Nesbitt, Hatchard & Son",London,,England,
-380167299,A. & A. Farmar,Dublin,,Ireland,
-378053559,Galahad Books,Edison,New Jersey,USA,
-377624802,Charnwood,Leicester,,England,
-377598768,Moses Thomas,Philadelphia,,,
-376939005,Athol Press,Belfast,,Ireland,
-376826275,Richard Phillips,London,,England,
-371905555,Ivor Nicholson & Watson,London,,England,
-371208068,Augustana Book Concern,Rock Island,Illinois,USA,
-371182852,W. Briggs,Toronto,,Canada,
-371124579,Sidney Kiek,London,,England,
-369409138,General Paperbacks,Toronto,,Canada,
-369301793,Cappelen,Oslo,,Norway,
-368424449,Punjabi University,Patiala,,India,
-367079276,"McClelland, Goodchild & Stewart",Toronto,,Canada,
-366899602,Carter,Belfast,,Ireland,
-366896469,P. Doyle,Dublin,,Ireland,
-362223314,A. T. Goodrich,New York,,USA,
-361023699,Triad Panther,St Albans,,England,
-357189051,Ed. Peperkorn,Gottingen,,Germany,
-356006633,Manhatten-Verlag,Munich,,Germany,
-355756832,Sheed & Ward Inc.,New York,,USA,
-355518740,Muller,London,,England,
-354285989,Chatto & Windus,London,,England,
-352638432,Jennings & Graham,Cincinnati,,USA,
-350793778,Royal Ulster Works,Belfast,,Ireland,
-349441865,Mercier Press,Dublin,,Ireland,
-349343007,The Hand and Flower Press,Aldington,Kent,England,
-347981103,Panther Books,London,,England,
-347530347,Brand,Bussum,,Holland,
-346818784,Tammi,Helsinki,,Finland,
-344244403,Atlantic Monthly Press,New York,,USA,
-343240488,American News Co.,New York,,USA,
-338357704,Verlag Freies Geistesleben,Stuttgart,,Germany,
-337965846,J. Engelhorn,Stuttgart,,,
-337892190,Latgosizdat,Riga,,Latvia,
-336923720,S. Andrus & Son,Hartford,Connecticut,USA,
-334442377,J. Milne,London,,England,
-333985809,Ballantyne & Co.,London,,England,
-333909983,"Ogle, Duncan, and Co.",London,,England,
-332140170,Country Life,London,,England,
-331092646,P.F. Collier,New York,,USA,
-330287199,Beehive Books,Dublin,Dublin,Ireland,
-329916216,"Little, Brown",Boston,,USA,
-329900082,Leisure Hour,London,,England,
-326847825,Wolfhound,Dublin,,Ireland,
-325734623,Politika,Prague,,,
-325201392,T. O'Gorman,Dublin,,Ireland,
-325156949,Ed. de l'Eclat,Montpellier,,France,
-324313791,British Film Institute Publications,London,,England,
-321472146,Steidl Gerhard Verlag,,,Germany,
-321307241,The Association of Standardised Knowledge,London,,England,
-320647839,Beaver Row Press,Dublin,,Ireland,
-316844334,Society for Promoting Christian Knowledge,London,,England,
-313442161,Ave Maria,Notre Dame,Indiana,USA,
-312701553,Simon & Schuster Audio,New York,,USA,
-312561918,Modern Language Association of America,New York,,USA,
-311768106,Pandora Press,London,,England,
-311547647,Bles,London,,England,
-310092276,Ignatius Press,San Francisco,,USA,
-309693617,Looström & K.,Stockholm,,Sweden,
-309076805,Booth,London,,England,
-307293377,J. Bolster,Cork,,Ireland,
-306329801,Fredonia Books,,,,
-304979038,Whaley & Co.,Dublin,,Ireland,
-303064029,William Porter,Dublin,,Ireland,
-301927521,Univers,Bucharest,,Romania,
-301054689,BRAW,Edinburgh,,Scotland,
-301042109,Zysk i S-ka,Poznan,,Poland,
-300943890,"Earle, Taylor, and Co",London,,England,
-300194553,Zwarte Beertjes,Amsterdam,,Holland,
-298570819,Brogeen Books,Dublin,Dublin,Ireland,
-296262572,Vintage,London,,England,
-295197577,Jonathan Cape,London,,England,
-294728485,Pearson Education,Harlow,Essex,England,
-293354605,Fisher Unwin,London,,England,
-291327750,Penguin Books Canada,Toronto,,Canada,
-288785899,Fat Cats Press,Oakland,California,USA,
-286861676,Tai dian dian ye,Taibei,,China,
-286535337,Herder,Basel,,Germany,
-286196194,W. Tempest,Dundalk,Louth,Ireland,
-284998369,RTÉ,Dublin,Dublin,Ireland,
-283418129,Gide,Paris,,France,
-281634351,B. Blom,New York,,USA,
-281288590,"N. Mahon, and M. Keen",Dublin,,Ireland,
-280191004,Abbey Press,Craigavad,Down,Ireland,
-276623256,Home & Van Thal,London,,England,
-272010787,Sheldon,New York,,USA,
-271705827,Jewish Publ. Soc.,Philadelphia,,USA,
-270737219,Isis,,,,
-269028115,Catholic University Press of America,Washington,,USA,
-267588764,Thomas Nelson,London,,England,
-267334432,Anvil,Tralee,Kerry,Ireland,
-266262419,Casterman,Paris,,France,
-265481786,Hal Leonard Co.,Milwaukee,,USA,
-264838277,Whitcombe & Tombs,Melbourne,,Australia,
-262903454,Ark Books,London,,England,
-260451330,M. Ballot,Deventer,,Holland,
-259520954,Gay Brothers,Springfield,Massachussetts,USA,
-256715719,Homewood Publishing Co.,Chicago,,USA,
-256670924,Utbildningsstaden,Gothenburg,,Sweden,
-256099051,Delta,New York,,USA,
-255191936,"T. Hookham, junior, and E. T. Hookham",London,,England,
-254990430,Irish Book Centre,New York,,USA,
-252772436,Rathmines Writers,Dublin,Dublin,Ireland,
-252667916,SPCK,London,,England,
-252443666,Författarförl,Stockholm,,Sweden,
-252001829,The Candle Press,Dublin,,Ireland,
-251934814,Fondo de Cultura Económica,Mexico,,Mexico,
-247813556,Mortensen,Oslo,,Norway,
-247347646,W. J. and J. Richardson,London,,England,
-247305677,Appleton,New York,,,
-246455120,Richard E. Mercier & Co.,Dublin,,Ireland,
-246285913,Stockwell,London,,England,
-245913019,Swiat Ksiazki,Warsaw,,Poland,
-240467400,Shinjang Khalq Nashriyati,Urümchi,,China,
-239352447,Chobunsha,Tokyo,,Japan,
-239308187,Church Army Press,Oxford,,England,
-236934285,Knaur,Munich,,Germany,
-236564233,Glendale Press,Dublin,Dublin,Ireland,
-234591058,Gill and Son,Dublin,,Ireland,
-233117765,Pigoreau,Paris,,France,
-230811315,Rowman & Littlefield,Totowa,New Jersey,USA,
-230469990,The London Geographical Institute,London,,England,
-227182339,Elliot Stock,London,,England,
-223767949,Thomas More Press,Chicago,Illinois,USA,
-222404792,Bliss Publishing,Krung Thep,,Thailand,
-221961984,Praeger,New York,,USA,
-220733887,Brandner,Dresden,,Germany,
-217957877,French,London,,England,
-216107647,Shobunsha,Tokyo,,Japan,
-215844388,G.K. Hall & Co,London,,England,
-213898818,Harvest,Orlando,Florida,USA,
-213095294,Plaza & Janés,Barcelona,,Spain,
-212065378,Espasa-Calpe,Madrid,,Spain,
-210933047,Thorndike Press,Thorndike,Maine,USA,
-209848927,The Irish Commonwealth Publishing Co.,Dublin,,Ireland,
-209280661,Thomas Whittaker,New York,,USA,
-209272567,Reader's Digest Przaglad,Warsaw,,Poland,
-209072246,INDEX,Kettering,,England,
-208476982,'Judy' Office,London,,England,
-206222849,Ukituvchi,Tashkent,,Uzbekistan,
-205391314,Le Grande livre du mois,Paris,,France,
-197705655,Dt. Bücherbund,Stuttgart,,Germany,
-196644885,Fischer-Taschenbuch-Verl.,Frankfurt am Main,,Germany,
-196518983,E. Mathews & Marrot,London,,England,
-196205441,Progress,Moscow,,Russia,
-195540772,J. S. Hughes,London,,England,
-193090138,Plaza & Janés,Barcelona,,Spain,
-190288792,Onlywomen Press,London,,England,
-189186840,William Pollack,Belfast,,Ireland,
-188080958,Oifig an tSoláthair,Dublin,,Ireland,
-186159410,Progresszio,Budapest,,,
-185613223,Hitchcock & Walden,Cincinnati,Ohio,USA,
-185216585,New Portway Reprints,,,,
-183110458,Remington,London,,England,
-182704968,E. Thomas,San Francisco,California,USA,
-181245248,C.T. DeWitt,New York,,USA,
-181185152,Lyric Players Theatre,Belfast,,Ireland,
-179638980,University College Galway,Galway,,Ireland,
-179277338,M.H. Gill,,Dublin,,
-177868498,J. Walker,London,,England,
-177756521,Raven Arts Press,Dublin,Dublin,Ireland,
-177543053,Fr. Pustet & Co.,New York,,USA,
-176200568,Pelegrin Trust,,,,
-175720245,Schildt,Helsingfors,,Sweden,
-173914999,"Stewart, Tabori & Chang",New York,,USA,
-172657591,G.P. Putnam's Sons,New York,,USA,
-170712686,Inner Circle,London,,England,
-168840786,Van Holkema & Warendorf,Houton,,Holland,
-168077176,R. Clarke & Co.,Cincinnati,Ohio,USA,
-168037898,University of Pennsylvania Press,Philadelphia,,USA,
-167386787,National Adult Literacy Agency,Dublin,Dublin,Ireland,
-166988554,Morgan Jellet,Belfast,,Ireland,
-166022942,Mansfield,Dublin,,Ireland,
-165423244,Mladinska knj,Ljubljana,,Slovenia,
-165384307,Octopus,London,,England,
-165248899,C. Dilly,London,,England,
-161085532,Sheldon Press,London,,England,
-160950113,Croom Helm,Beckenham,Kent,England,
-160764098,William Marsh,London,,England,
-160357676,Lupton,New York,,USA,
-159915668,Engelhorn,Stuttgart,,Germany,
-159900342,H.Z. Walck,New York,,USA,
-158087329,Thomas Tegg,London,,England,
-157251453,R. Carter,New York,,USA,
-157055476,New North Press,London,,England,
-154734162,Marino Books,Dublin,,Ireland,
-151377707,Latvijas Valsts Izdevnieciba,Riga,,Latvia,
-148984524,"M'Caw, Stevenson & Orr",Belfast,,Ireland,
-145617744,Raduga,Moscow,,Russia,
-145586580,Narodna knjiga,Belgrade,,Yugoslavia,
-145237235,H. Hooker,Philadelphia,,USA,
-144280152,Society for Metaphysicians,,,,
-142463405,Irish Times Ltd,Dublin,,Ireland,
-141307782,Effingham Wilson,London,,England,
-140931449,HarperCollins,New York,,USA,
-140041030,"Gardner, Darton & Co.",London,,England,
-139718186,National Press,Dublin,,Ireland,
-139026976,J. and T. Carpenter,London,,England,
-138099044,Fretz & Wasmuth,Zurich,,Switzerland,
-137730871,St. Anthony Guild Press,,New Jersey,USA,
-136981854,Versal,Barcelona,,Spain,
-134519962,Platt & Munk,New York,,USA,
-134356213,Ivan P. Zlatkov,Sofia,,Bulgaria,
-133934800,Emecé Editores,Barcelona,,Spain,
-132723020,Wissenschaftlicher Verlag,Trier,,Germany,
-132497867,B. J. Holdsworth,London,,England,
-130265308,Irish News Ltd.,Belfast,Antrim,Ireland,
-129658354,F. H. Revell,New York,,USA,
-127491709,"General Microfilm Co,",Watertown,Massachussetts,USA,
-125799418,Cló Iar-Chonnachta,Indreabhán,Gaillimh,Éire,
-123426900,Clóchomhar Tta,Baile Átha Cliath,,Éire,
-122244905,Nikey,Athens,,Greece,
-121909985,Curtis and Beamish,Coventry,,England,
-121841721,GMP,London,,England,
-121829109,Gaelic Press,,Dublin,Ireland,
-121769475,Clio Press,Oxford,,England,
-119979799,Buckles,New York,,USA,
-117514557,Tallant & Allen,London,,England,
-115043014,Allen Lane,New York,,USA,
-114842772,"Ball, Arnold & Co.",London,,England,
-114539640,Joseph Smyth,Belfast,,Ireland,
-112679526,E. H. Morris,New York,,USA,
-108243387,Rio-verlag,Zurich,,Switzerland,
-107148280,B. W. Dodge,New York,,USA,
-107036884,T. C. & E. C. Jack,London,,England,
-106395969,Iotunn,Reykjavík,,Iceland,
-104341224,Ringkøbing,Lindholm,,Denmark,
-103974146,Galway University Press,Galway,,Ireland,
-103285758,James Burns; W. Edwards,London,,England,
-101234066,George Allen,London,,England,
-100994807,Yonyong Inmin Ch`ulp`ansa,Shenyang,,China,
-98589313,Norstedt,Stockholm,,Sweden,
-98423932,R. Hill,London,,England,
-96965055,Clovernook Press,Cincinnati,Ohio,USA,
-94085626,O'Gorman,Galway,,Ireland,
-93189131,D. Finlay,Belfast,,Ireland,
-88146513,F. Bohn,Haarlem,,Holland,
-88137327,Grant & Griffith,London,,England,
-84486465,Triskel Arts Centre,Cork,,Ireland,
-84351890,Il punto d'incontro,Venice,,Italy,
-84329520,F. Houlston and Son,Salop,,England,
-82652338,Banba,Dublin,,Ireland,
-81908544,Baudry's European Library,Paris,,France,
-81695758,Rocco,Rio de Janeiro,,Brazil,
-79672797,Catholic Truth Society,Dublin,,Ireland,
-78542099,No Conscription Council,London,,England,
-78501219,"W.R. Russell & Co.,",London,,England,
-74149213,Oxford Children's Books,Oxford,,England,
-73702510,BBC Books,London,,England,
-70046314,"James Taylor, and Co.",London,,England,
-66875609,Academica Press,Bethseda,,USA,
-66558766,Academia Scientiarum Fennica,Helsinki,,Finland,
-66303734,R. & J. Dodsley,London,,England,
-64504098,Johnson and Warner,Philadelphia,Pennsylvania,USA,
-64113626,Sperling & Kupfer,Milan,,Italy,
-63409101,Bet Tsvei,Ramat Gan,,Israel,
-62790763,Bentley,Boston,Massachussetts,USA,
-61391674,New Writer's Press,Dublin,,Ireland,
-60822147,Mercat Press,Edinburgh,,Scotland,
-60130927,Williams and Norgate,London,,England,
-57235444,Trübner,London,,England,
-55850167,Rowohlt Taschenbuch Verlag,Reinbek bei Hamburg,,Germany,
-55726406,C.S. Arnold,London,,England,
-50291421,Australian Music Centre,,New South Wales,Australia,
-49864744,Deuticke,Vienna,,Austria,
-49541022,John S. Folds,Dublin,,Ireland,
-49290768,F. Westley & A.H. Davis,London,,England,
-47829243,Selwyn Blount,London,,England,
-42843803,Severn House,Sutton,,England,
-42091981,Harvey and Darton,London,,England,
-41420140,Usher,Berlin,,Germany,
-39688394,Weilin + Göös,Espoo,,Finland,
-39626466,"Hooper, Clarke",Chicago,Illinois,USA,
-39265560,L.J. Veen,Amsterdam,,Holland,
-38826882,Kaiser,Klagenfurt,,Germany,
-37226324,A.S. Barnes,New York,,USA,
-34669156,F.D. Finlay,Belfast,,Ireland,
-32989047,Lisnagarvey Press,Lisburn,Antrim,Ireland,
-32473213,Relfe Brothers,London,,England,
-26215187,F.M. Lupton,New York,,USA,
-25744749,J.M. Burton & Co.,Ipswich,,England,
-21224039,Suhrkamp,Frankfurt,,Germany,
-20475678,William Lindsell,London,,England,
-19792398,An Cló-Chumann Ltd,Dublin,,Ireland,
-18641093,Kerr-Cross,London,,England,
-14186616,Anam Press,Kinsale,Cork,Ireland,
-13905407,Daily Mail,London,,England,
-13508465,Lovell,New York,,USA,
-11931074,Eichborn,Frankfurt,,Germany,
-11501435,The John C. Winston Company,Philadelphia,,USA,
-11231746,Nash & Grayson,London,,England,
-11078185,Poisoned Pen Press,Scottsdale,Arizona,USA,
-6219788,E. Bonnier,Stockholm,,Sweden,
-5840325,"Clarke, Beeton",London,,England,
-3497689,Children's Press,Dublin,Dublin,Ireland,
-699201,De Erven F. Bohn,Haarlem,,Holland,
1,AtticPress,Cork,,Ireland,
2,Basement Press,Dublin,,Ireland,
3,Blackstaff Press,Belfast,,Ireland,
4,Clo Cois Life,Dublin,,Ireland,
5,Poolbeg,Dublin,,Ireland,
6,Virago,London,,England,
7,Kleis Press,,,,
8,Sceptre,London,,England,
9,Picador,London,,England,
10,Heinemann,London,,England,
11,Gill and Macmillan,Dublin,,Ireland,
12,Michael Joseph,London,,England,
13,DTV,,,,
14,Panurge,,,,
15,Gill,,,,
19,New Island Books,Dublin,,Ireland,
20,Boethius Press,,,,
21,Nordic Academic Press,,,,
22,UCD Press,Dublin,,Ireland,
23,Townhouse,Dublin,,Ireland,
24,Editions Teoria,,,,
25,Joyce Gold,,,,
26,Longman,London,,England,
27,W. West & Co.,,,,
28,Henry King & Co,,,,
29,Richard Bentley & Son,London,,England,
30,H. Holt & Co,New York,,USA,
31,William Blackwood and Sons,Edinburgh,,Scotland,
32,M.H.Gill & Son Ltd.,Dublin,,Ireland,
34,Macmillan,London,,England,
35,Chapman & Hall,London,,England,
36,"Simpkin, Marshall",London,,England,
37,"Hodges, Foster & Figgis",Dublin,,Ireland,
38,John Menzies,London,,England,
39,Lippincott & Co.,,,,
41,Egotist Press,,,,
42,Collins,London,,England,
43,Doubleday,,,,
44,Routledge,London,,England,
45,Cuchulainn Press,Dublin,,Ireland,
46,Colin Smythe,Gerards Cross,Buckinghamshire,England,
47,Attic Press,Dublin,,Ireland,
48,Basement Press,Cork,,Ireland,
49,test2,,,,
952184,New Nations Press,Dublin,,Ireland,
1336644,L.J. Hjerta,Stockholm,,Sweden,
1955831,Cooper Square,New York,,USA,
4590300,Tianjin ren min chu ban she,Tianjin,,China,
5685591,Moskovskii rabochii,Moscow,,Russia,
5696827,William Curry Jun & Co.,Dublin,,Ireland,
6585030,G.P. Putnam's Sons,London,,England,
7423291,Astronomical and Physical Society of Toronto,Toronto,,Canada,
7483202,J. M'Kenzie,London,,England,
9959651,Rupert Hart Davis,London,,England,
11045862,Bemynd Ofvers,Stockholm,,,
12107343,The Boydell Press,Suffolk,,England,
13432905,National Library Co,New York,,USA,
13762590,Richarz,Sankt Augustin,,Germany,
14153333,William Whyte and Co.,Edinburgh,,Scotland,
14820361,New York University Press,New York,,USA,
14960063,Cuthell and Martin,London,,England,
15823711,Penguin,London,,England,
16598093,"""Borisfen""",Kiev,,Russia,
16851249,Cassell & Co.,London,,England,
17403030,Gollanz,London,,England,
17616946,Southern Illionis University Press,Carbondale,,USA,
18958273,Dabara Publishers,Surakarta,,Indonesia,
22635672,Zysk I S-ka,Poznan,,Poland,
23105371,Matthews & Lane,London,,England,
23357773,Garnier hermanos,Paris,,France,
23888428,C. Bentham,Dublin,Dublin,Ireland,
24926318,Thoemmes,Bristol,,England,
25147609,Caparrós Editores,Madrid,,Spain,
25489526,Brendan Clifford,Belfast,,Ireland,
27392976,Pinter: A Cassell Imprint,London,,England,
27794576,Sheffield Academic Press,Sheffield,,England,
30169482,Salamandra,Barcelona,,Spain,
32522514,Anthos,Amsterdam,,Holland,
32593865,Robinsons,London,,England,
33739443,J. Badcock,London,,England,
36087126,"Boyars, Calder",London,,England,
36659714,Civic Press,Glasgow,,Scotland,
38732519,Kenmare Publications,Kenmare,,Ireland,
39837858,J. Engelborn,Stuttgart,,,
41536196,W.B. Conkey,Chicago,,USA,
42131035,Lester,Dublin,,Ireland,
43605753,"Longmans, Green & Co.",London,,England,
44114119,Tian pei wen hua you xian gong si,Taibei Shi,,China,
44778122,Criterion,New York,,USA,
45198616,An Clóchomhar,Baile Átha Cliath,Baile Átha Cliath,Éire,
49660596,"Hall, Virtue & Co.",London,,England,
50852637,Detskaia lit-ra,Moscow,,Russia,
51707180,Aldwych Press,London,,England,
51718113,M.J. Godwin & Co.,London,,England,
53580843,"Seeley, Burnside & Seeley",London,,England,
55029409,J.S. Ogilvie & Co.,New York,,USA,
55464874,Tansy,Dublin,,Ireland,
56844564,Stewart & Kidd,Cincinnati,Ohio,USA,
58568556,Westview Press,Boulder,Colorado,USA,
59344689,Schibsted,Oslo,,Norway,
62698696,W. A. Leary & Co,Philadelphia,,USA,
63441983,Henry Lea,London,,England,
65554623,Sphere Books,London,,England,
65984510,J. Porter,London,,England,
67814385,Rockliff,London,,England,
70283506,Perennial,New York,,USA,
73982015,James Wallis,London,,England,
74603350,Thomas Holmes,London,,England,
75262626,John Camden Hotten,London,,England,
75501164,PN Pamphlet,London,,England,
75858180,Harlenik,,,Greece,
76499274,Irish Academic Press,Dublin,,Ireland,
77817643,Arena,Würzburg,,Germany,
77844750,Alex. Stewart,London,,England,
77870161,Michael O'Mara,London,,England,
77942882,Bruce Pub. Co.,Milwaukee,Wisconsin,USA,
78208688,Werner Laurie,London,,England,
78659318,Hekla,Copenhagen,,Denmark,
78744478,Moore and Beauclerc,London,,England,
78826751,Pandora,New York,,USA,
78905238,La Jeune Parque,Paris,,France,
81267307,V. Loosjes,Haarlem,,Holland,
82901925,Toronto News,Toronto,,Canada,
83296658,Métailé,Paris,,France,
83707316,Th. Stroefer's Kunstverlag,Munich,,Germany,
86000020,Houlston & Stoneman,London,,England,
86592361,R. Hunter,London,,England,
87272287,Downey & Co,London,,England,
87866833,University of Kansas Press,Lawrence,,USA,
88169447,Courage Books,Philadelphia,,USA,
88963803,Fondazione Piazzolla,Rome,,Italy,
89577734,UCD Women's Studies Forum,Dublin,Dublin,Ireland,
89945960,Allen & Unwin,Winchester,Masschusetts,USA,
91762307,Clarendon Press,London,,England,
92756412,Stanley Paul,London,,England,
92957537,Town House,Dublin,,Ireland,
93435782,Harold Shayler,London,,England,
93755557,S. Tibson,London,,England,
94438685,Claassen,Dusseldorf,,Germany,
94742684,Basic Books,New York,,USA,
96959880,Duffy,Dublin,,Ireland,
96974519,Dick & Fitzgerald,New York,,USA,
101051393,T. Hodgson,London,,England,
101736341,`Am `oved,Tel Aviv,,Israel,
103776081,Grosset & Dunlap,New York,,USA,
106337860,T. Y. Crowell,New York,,USA,
108631762,F. A. Perthes,Gotha,,Germany,
110260441,J. Wright,London,,England,
110773994,Faber & Faber,London,,England,
111704616,Empton Press,Dublin,,Ireland,
111885444,Charles Gilpin,London,,England,
113016553,Paul Jerrard & Son,London,,England,
114150147,Mount Eagle,Dingle,Kerry,Ireland,
117639773,Melia,Godalming,,England,
119792753,Black Swan,,,England,
121611474,at the Sign of the Three Candles…,Dublin,,Ireland,
125445329,J. Nisbet,London,,England,
125740373,OmniSys Corp.,Needham,Massachussetts,USA,
127118228,La Tartaruga,Milan,,Italy,
127252198,Akadine,Pleasantville,New York,USA,
127817089,Dublin Stationery Office,,Dublin,Ireland,
131037732,Tiobraid Árann ag Labhairt teo.,An tAonach,Tiobraid Árann,Éire,
131223352,Penguin,West Drayton,,,
131894638,ELT Press,Greensboro,,USA,
133863825,C. Griffin & Co.,London,,England,
134026495,Abbey Theatre,Dublin,,Ireland,
134067074,Pan,Stockholm,,Sweden,
136883595,E. Harding,London,,England,
138328098,Enitharmon Press,Petersfield,Hampshire,England,
138684301,Summer Palace Press,Kilcar,Donegal,Ireland,
139076160,Funk & Wagnalls,New York,,USA,
140971633,University of Birmingham Press,Birmingham,,England,
143500391,Sheveck Press,Dublin,Dublin,Ireland,
143895024,Hickey,New York,,USA,
145073475,Rare Books Group of the Library Association,Dublin,,Ireland,
146442057,Tojusha,Tokyo,,Japan,
147406996,Headley Brothers,London,,England,
148654778,A. Francke,Bern,,Switzerland,
149068165,Clonmore & Reynolds,Dublin,,Ireland,
149566883,Bentham and Harvey,Dublin,,Ireland,
150412528,Eastern Washington University Press,Cheney,Washington,USA,
150852138,Brophy Books,Dublin,,Ireland,
151237756,Cornelson,Berlin,,Germany,
151913998,Gerald Howe,London,,England,
151999001,Herman Hooker,Philadelphia,,USA,
153369817,HMSO,Dublin,,Ireland,
155341512,"Nákladem Vydavatelstva ""Pravdy""",Chicago,Illinois,USA,
155453856,Fantom Press,Moscow,,Russia,
155614053,John Henderson,Belfast,Antrim,Ireland,
157285558,J. W. Moore,Philadelphia,,USA,
157372168,R. B. Seeley & W. Burnside,London,,England,
157628745,H. & S.,London,,England,
165055093,Religiöse Ges. der Freunde,Bad Pyrmont,,Germany,
167217061,J. Booth,London,,England,
167447894,Bradford & Co.,Cork,,Ireland,
170419312,Whipple & Lawrence,Salem,Massachussetts,USA,
171748157,Women's History Project,Dublin,,Ireland,
175312467,Evans Bros,London,,England,
177580533,Garzanti,Milan,,Italy,
178223870,Bonnier,Stockholm,,Sweden,
181490367,Amereon House,Mattituck,New York,USA,
185232957,David Dickinson,Philadelphia,,USA,
186744372,MACE,Maynooth,,Ireland,
187257243,Bachem,Cologne,,Germany,
187626837,Gall & Inglis,Edinburgh,,Scotland,
188117252,Walter H. Baker,Boston,,USA,
188435825,Irish National Publications,Kenmare,,Ireland,
189504514,Contact,Amsterdam,,Holland,
189978367,Casa Unida de Publications,,,Mexico,
190831566,"Ogle, Allardice, and Thomson",Edinburgh,,Scotland,
191448860,Oneworld Publications,Oxford,,England,
192423820,Kingdom Books,Blackrock,Dublin,Ireland,
193220055,Boyars,London,,England,
194199712,Sté d'éd,Paris,,France,
195327191,NSW Bookstall,Sydney,,Australia,
196245447,Bolinda Press,Melbourne,,Australia,
197260279,National Library of Australia,Canberra,,Australia,
200174265,La Table Ronde,Paris,,France,
200564869,Thomas Y. Cromwell,New York,,USA,
200860646,Móra Kiadó,Budapest,,Hungary,
206624345,Senate,,Middlesex,England,
207060423,Sinclair-Stevenson,London,,England,
207986617,B. & T.,,,,
208956102,Macmillan & Co.,London,,England,
210125952,Van Ness Press,Nashville,Tennessee,USA,
213097710,Moytura,Dublin,,Ireland,
214590834,IndyPublishers,,,,
215198006,Russell Press Ltd.,London,,England,
215742462,Edmund Burke,Dublin,,Ireland,
216270011,Crocker and Brewster,Boston,,USA,
216324907,Harcourt Brace Jovanovich,New York,,USA,
216420427,Folens,Dublin,Dublin,Ireland,
217081020,Colourpoint,Omagh,,Ireland,
220593898,Valtion kustannusliike,Petroskoi,,Karelia,
220989563,Steen Hasselbalchs Forlag,Copenhagen,,,
224233316,H. M. Caldwell,New York,,USA,
224803608,Mercier,Dublin,,Ireland,
228467516,Benham & Co.,Colchester,Essex,England,
229668282,Verlag an der Ruhr,Mülheim an der Ruhr,,Germany,
230020546,B. Dulau and Co.,London,,England,
233057586,Gayfield Press,Dublin,,Ireland,
233405987,University of Massachusetts Press,Amherst,,USA,
234757660,Pegasus Books,New York,,USA,
235385088,John Cooksey,Cinderford,Gloucestershire,England,
240206299,GANUI,Dublin,,Ireland,
241346245,Dordrecht,Boston,,USA,
243360925,Triangle Press,Conrad,Montana,USA,
243570605,Redfield,New York,,USA,
243855144,Ian Henry Publications,Hornchurch,Essex,England,"38 Parkstone Ave., Hornchurch, Essex RM11 3LW"
245039907,Harper Collins,San Francisco,,USA,
246183989,Playwrights Union of Canada,Toronto,,Canada,
247772277,Longman,Harlow,Essex,England,
247958061,L. Stratton,Cincinnati,,USA,
252658648,G. Ypma,Franeker,,Holland,
253492349,Bracken Books,London,,England,
253996125,T. Cadell and W. Davies,London,,England,
254032653,E.T. Whitfield,London,,England,
254526681,George Munro,New York,,USA,
255401161,Allen Figgis,Dublin,,Ireland,
255875584,Stone & Kimball,Chicago,,USA,
